,location,size,total_sqft,bath,price,bhk
11030,5th Phase JP Nagar,5 BHK,4000.0,5.0,170.0,5
11031,Rajaji Nagar,4 Bedroom,1350.0,4.0,230.0,4
11032,Yelahanka,4 BHK,3019.0,6.0,190.0,4
11033,Whitefield,3 BHK,1345.0,3.0,58.0,3
11034,Dommasandra,3 Bedroom,900.0,3.0,75.0,3
11035,EPIP Zone,4 BHK,3800.0,5.0,170.0,4
11036,Chandapura,3 BHK,971.0,2.0,38.0,3
11037,Hennur,2 BHK,1255.0,2.0,52.32,2
11038,EPIP Zone,2 BHK,1810.0,2.0,65.0,2
11039,"Whitefield, ",2 BHK,1300.0,2.0,58.0,2
11040,Thanisandra,2 BHK,1185.0,2.0,45.0,2
11041,Pattandur Agrahara,2 BHK,1350.0,2.0,68.0,2
11042,Budigere,3 BHK,1590.0,3.0,76.16,3
11043,Thyagaraja Nagar,7 BHK,3000.0,6.0,180.0,7
11044,Brookefield,4 Bedroom,1560.0,3.0,149.0,4
11045,Somasundara Palya,3 BHK,1650.0,3.0,126.0,3
11046,Off Bannergatta Road,3 BHK,1645.0,3.0,87.0,3
11047,Hennur Road,3 BHK,1748.0,3.0,103.0,3
11048,Channasandra,3 Bedroom,1200.0,3.0,67.77,3
11049,Kengeri Satellite Town,2 BHK,1170.0,2.0,50.0,2
11050,Sarjapur  Road,4 BHK,3420.0,4.0,225.0,4
11051,Hulimavu,3 BHK,1320.0,2.0,65.0,3
11052,Bhoganhalli,3 BHK,1610.0,3.0,84.53,3
11053,Frazer Town,3 BHK,1870.0,3.0,180.0,3
11054,Sarjapur  Road,3 BHK,1510.0,2.0,110.0,3
11055,Kammagondahalli,6 Bedroom,2700.0,7.0,110.0,6
11056,Kanakapura  Rod,3 BHK,1305.0,2.0,45.68,3
11057,Mahadevpura,3 BHK,1500.0,2.0,70.0,3
11058,Indira Nagar,2 BHK,1149.0,2.0,130.0,2
11059,Thanisandra,4 BHK,1948.0,4.0,129.0,4
11060,Margondanahalli,3 Bedroom,1448.0,3.0,70.0,3
11061,Sarjapur  Road,2 BHK,1242.0,2.0,78.0,2
11062,Sonnenahalli,2 BHK,1268.0,2.0,58.0,2
11063,Ramamurthy Nagar,2 BHK,1101.0,2.0,50.0,2
11064,Kallumantapa,2 BHK,1255.0,2.0,65.0,2
11065,Gunjur,3 BHK,1362.0,3.0,62.63,3
11066,Sarjapur  Road,3 BHK,984.0,3.0,140.0,3
11067,Hosa Road,2 BHK,1089.0,2.0,32.67,2
11068,Byrathi Village,2 BHK,800.0,1.0,95.0,2
11069,Uttarahalli,3 BHK,1345.0,2.0,57.0,3
11070,Thanisandra,8 Bedroom,3600.0,9.0,125.0,8
11071,Krishna Nagar,4 Bedroom,1650.0,2.0,140.0,4
11072,Kaggalipura,2 BHK,950.0,2.0,45.0,2
11073,HBR Layout,2 BHK,1068.0,2.0,43.0,2
11074,Yelahanka New Town,2 BHK,860.0,1.0,31.0,2
11075,Kengeri,8 Bedroom,3000.0,5.0,130.0,8
11076,Yelahanka,3 BHK,1756.0,3.0,66.73,3
11077,Whitefield,2 BHK,1205.0,2.0,41.0,2
11078,Hoodi,8 Bedroom,1120.0,8.0,155.0,8
11079,Banashankari,3 BHK,1800.0,3.0,125.0,3
11080,Ashok Nagar,4 BHK,8321.0,5.0,2912.0,4
11081,Hormavu,3 BHK,1604.0,3.0,68.0,3
11082,Old Airport Road,4 BHK,2732.0,4.0,204.0,4
11083,Chandapura,2 BHK,1015.0,2.0,25.88,2
11084,Banashankari,3 BHK,1200.0,2.0,42.0,3
11085,Ananth Nagar,2 BHK,1010.0,2.0,38.0,2
11086,Nagarbhavi,2 Bedroom,1250.0,3.0,170.0,2
11087,Doddakallasandra,2 BHK,1010.0,2.0,41.0,2
11088,Yelahanka,2 BHK,1050.0,2.0,33.1,2
11089,Harlur,3 BHK,1710.0,3.0,85.0,3
11090,Mysore Road,3 BHK,1248.52,3.0,115.0,3
11091,Attibele,1 BHK,410.0,1.0,10.0,1
11092,Bannerghatta Road,3 BHK,1656.0,2.0,62.93,3
11093,Naganathapura,3 BHK,1451.0,3.0,68.0,3
11094,Giri Nagar,6 BHK,1200.0,3.0,175.0,6
11095,JP Nagar,2 BHK,1250.0,2.0,93.0,2
11096,Meenakunte,3 Bedroom,4395.0,3.0,240.0,3
11097,Hebbal,4 BHK,4600.0,6.0,650.0,4
11098,Sonnenahalli,3 BHK,1340.0,2.0,42.0,3
11099,Abbaiah Reddy Layout,2 BHK,1100.0,2.0,38.5,2
11100,Whitefield,4 BHK,6000.0,6.0,700.0,4
11101, Devarachikkanahalli,3 BHK,1700.0,3.0,71.0,3
11102,Yelahanka,6 Bedroom,1200.0,5.0,150.0,6
11103,KR Puram,2 BHK,1096.0,2.0,43.0,2
11104,Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2
11105,"Sarjapur Road, ",3 BHK,1936.0,3.0,139.0,3
11106,Nehru Nagar,3 BHK,1269.0,2.0,63.0,3
11107,Richmond Road,3 BHK,3500.0,3.0,630.0,3
11108,Panathur,3 BHK,1586.0,3.0,125.0,3
11109,Rajaji Nagar,2 BHK,1376.0,2.0,124.0,2
11110,Kanakpura Road,3 BHK,1452.0,3.0,56.5,3
11111,Hosa Road,3 BHK,1538.0,3.0,107.0,3
11112,Hosur Road,3 BHK,1427.0,2.0,130.0,3
11113,Upadhyaya Layout,2 BHK,935.0,2.0,40.0,2
11114,Ashwath Nagar,2 BHK,1220.0,2.0,65.0,2
11115,Harlur,2 BHK,1197.0,2.0,77.0,2
11116,Varthur,2 BHK,674.0,1.0,19.9,2
11117,Kengeri,1 BHK,410.0,1.0,15.0,1
11118,Thanisandra,3 BHK,1573.0,3.0,90.0,3
11119,Dodda Nekkundi,2 BHK,1135.0,2.0,58.0,2
11120,Huskur,3 BHK,1400.0,2.0,40.43,3
11121,Agrahara Dasarahalli,1 BHK,1200.0,1.0,65.0,1
11122,Ittamadu,3 Bedroom,1800.0,3.0,95.0,3
11123,Avalahalli,3 BHK,2045.0,3.0,108.0,3
11124,Sonnenahalli,2 BHK,1268.0,2.0,56.0,2
11125,Kambipura,2 BHK,883.0,2.0,39.0,2
11126,Yelahanka,3 BHK,1600.0,3.0,100.0,3
11127,Thanisandra,2 BHK,1056.0,2.0,70.0,2
11128,Jigani,10 Bedroom,1200.0,11.0,105.0,10
11129,Whitefield,4 Bedroom,4500.0,4.0,330.0,4
11130,KR Puram,2 BHK,1204.0,2.0,58.0,2
11131,Tejaswini Nagar,3 BHK,1410.0,2.0,54.0,3
11132,Hennur Road,2 BHK,1460.0,2.0,80.3,2
11133,Dodda Nekkundi,2 BHK,1100.0,2.0,41.18,2
11134,Govindapura,2 BHK,1310.0,2.0,88.0,2
11135,Sector 2 HSR Layout,3 BHK,1600.0,3.0,90.0,3
11136,Lottegolla Halli,2 BHK,1250.0,2.0,55.0,2
11137,Sarjapur  Road,3 BHK,1665.0,3.0,74.93,3
11138,Uttarahalli,3 BHK,1345.0,2.0,57.0,3
11139,Hosahalli Extension,5 Bedroom,2000.0,5.0,240.0,5
11140,Singasandra,2 BHK,1416.0,2.0,67.0,2
11141,HSR Layout,2 BHK,1145.0,2.0,46.0,2
11142,Munnekollal,10 Bedroom,7200.0,10.0,200.0,10
11143,Jigani,3 BHK,1231.0,3.0,58.0,3
11144,Yelahanka,3 BHK,1664.0,3.0,73.95,3
11145,TC Palaya,3 Bedroom,2000.0,3.0,76.0,3
11146,Rajiv Nagar,2 BHK,972.0,2.0,43.0,2
11147,3rd Phase JP Nagar,4 BHK,4500.0,4.0,345.0,4
11148,Bellandur,2 BHK,1185.0,2.0,47.39,2
11149,Green Glen Layout,3 BHK,1750.0,3.0,81.0,3
11150,Byadarahalli,3 BHK,3155.0,4.0,316.0,3
11151,Balagere,2 BHK,1007.0,2.0,68.0,2
11152,Rajaji Nagar,3 BHK,1700.0,3.0,200.0,3
11153,Whitefield,2 BHK,1250.0,2.0,85.0,2
11154,Telecom Layout,2 BHK,1200.0,2.0,54.0,2
11155,Horamavu Agara,2 BHK,994.0,2.0,42.28,2
11156,Ramamurthy Nagar,2 BHK,1150.0,2.0,40.0,2
11157,Thanisandra,2 BHK,1220.0,2.0,46.0,2
11158,Hennur Gardens,2 BHK,1441.0,2.0,115.0,2
11159,Old Madras Road,2 BHK,1157.0,2.0,47.32,2
11160,RPC layout,6 BHK,1300.0,6.0,150.0,6
11161,Thigalarapalya,2 BHK,1400.0,2.0,105.0,2
11162,Tindlu,3 BHK,1370.07,3.0,65.0,3
11163,Magadi Road,5 Bedroom,1200.0,4.0,130.0,5
11164,Judicial Layout,2 BHK,900.0,2.0,40.0,2
11165,Kodipalya,1 BHK,418.0,1.0,17.0,1
11166,Vishwapriya Nagar,3 Bedroom,1200.0,3.0,80.0,3
11167,ISRO Layout,2 BHK,1200.0,2.0,43.0,2
11168,Talaghattapura,2 BHK,1062.0,2.0,42.48,2
11169,Kanakpura Road,2 BHK,1120.0,2.0,51.0,2
11170,Bannerghatta Road,2 BHK,1012.0,2.0,44.0,2
11171,Postal Colony,3 Bedroom,1500.0,2.0,200.0,3
11172,ISRO Layout,4 Bedroom,950.0,4.0,180.0,4
11173,Kadabagere,2 BHK,675.0,2.0,13.5,2
11174,Kanakpura Road,2 BHK,1430.0,2.0,78.0,2
11175,Channasandra,3 BHK,1195.0,2.0,56.0,3
11176,Old Madras Road,3 BHK,2640.0,5.0,150.0,3
11177,Bisuvanahalli,3 BHK,1075.0,2.0,42.0,3
11178,Hennur Road,3 BHK,1570.0,3.0,75.99,3
11179,Kammanahalli,6 Bedroom,782.0,4.0,85.0,6
11180,Sonnenahalli,2 BHK,1011.0,2.0,59.0,2
11181,7th Phase JP Nagar,3 BHK,1450.0,2.0,102.0,3
11182,Sarjapur  Road,2 BHK,1129.0,2.0,69.0,2
11183,Sarjapura - Attibele Road,2 BHK,1126.0,2.0,36.0,2
11184,Attibele,3 Bedroom,1200.0,3.0,110.0,3
11185,Sarjapur  Road,3 BHK,1180.0,2.0,45.0,3
11186,1st Block HRBR Layout,3 Bedroom,600.0,4.0,125.0,3
11187,Bannerghatta,4 Bedroom,940.0,4.0,45.0,4
11188,Hennur Road,3 BHK,1933.0,3.0,140.0,3
11189,TC Palaya,2 BHK,1082.0,2.0,64.0,2
11190,LB Shastri Nagar,8 Bedroom,2400.0,8.0,250.0,8
11191,Anwar Layout,1 BHK,610.0,1.0,28.0,1
11192,Raja Rajeshwari Nagar,4 Bedroom,1560.0,4.0,160.0,4
11193,Kathriguppe,3 BHK,1300.0,3.0,77.99,3
11194,Kudlu Gate,4 Bedroom,3850.0,6.0,205.0,4
11195,CV Raman Nagar,2 BHK,1125.0,2.0,46.0,2
11196,Bileshivale,6 Bedroom,2400.0,7.0,107.0,6
11197,Kengeri Satellite Town,2 BHK,777.4,2.0,25.0,2
11198,Battarahalli,4 BHK,2500.0,3.0,65.0,4
11199,Old Airport Road,3 BHK,1798.0,3.0,150.0,3
11200,Dodda Nekkundi Extension,3 BHK,1864.0,3.0,120.0,3
11201,Whitefield,2 BHK,1115.0,2.0,51.91,2
11202,Kengeri,1 BHK,400.0,1.0,25.0,1
11203,Rajaji Nagar,2 BHK,1200.0,2.0,70.0,2
11204,Ananth Nagar,2 BHK,992.0,2.0,24.8,2
11205,Jakkasandra Extension,2 BHK,950.0,2.0,57.0,2
11206,R.T. Nagar,4 Bedroom,1500.0,4.0,185.0,4
11207,Bellandur,2 BHK,1200.0,2.0,62.0,2
11208,GM Palaya,3 BHK,1735.0,3.0,70.0,3
11209,BTM 2nd Stage,3 BHK,1750.0,3.0,172.0,3
11210,HSR Layout,2 BHK,1009.0,2.0,56.0,2
11211,Jalahalli,3 BHK,1470.0,2.0,102.0,3
11212,Bannerghatta Road,3 BHK,1527.0,3.0,115.0,3
11213,Singapura Village,2 BHK,985.0,2.0,45.0,2
11214,Chandapura,4 Bedroom,3300.0,4.0,135.0,4
11215,Whitefield,2 BHK,1277.0,2.0,77.0,2
11216,Nallurhalli,2 BHK,1100.0,2.0,62.0,2
11217,Whitefield,3 BHK,1820.0,3.0,140.0,3
11218,Puttanahalli,4 BHK,1530.0,3.0,87.0,4
11219,Banashankari,3 BHK,1886.0,3.0,205.0,3
11220,Chandra Layout,3 Bedroom,1200.0,2.0,190.0,3
11221,Jakkur,3 BHK,1880.0,4.0,110.0,3
11222,Hennur,2 BHK,1255.0,2.0,52.35,2
11223,Kanakpura Road,2 BHK,700.0,2.0,36.0,2
11224,Somasundara Palya,2 BHK,1140.0,2.0,46.0,2
11225,Electronic City Phase II,2 BHK,1025.0,2.0,29.6,2
11226,Whitefield,4 Bedroom,3453.0,4.0,247.0,4
11227,Uttarahalli,3 BHK,1490.0,2.0,59.6,3
11228,Akshaya Vana,4 Bedroom,1200.0,4.0,165.0,4
11229,Sarjapur  Road,3 BHK,1850.0,3.0,140.0,3
11230,Kaikondrahalli,2 BHK,1250.0,2.0,78.0,2
11231,Kamakya Layout,4 BHK,2400.0,3.0,108.0,4
11232,Kodihalli,4 BHK,3522.0,5.0,716.0,4
11233,Jalahalli,2 BHK,1244.0,2.0,88.0,2
11234,Kumaraswami Layout,4 Bedroom,623.0,4.0,75.0,4
11235,Kengeri Satellite Town,2 BHK,1025.0,2.0,28.57,2
11236,Sarjapur  Road,2 BHK,1034.0,2.0,38.0,2
11237,Kengeri Satellite Town,3 BHK,1191.0,2.0,33.34,3
11238,Kasavanhalli,3 BHK,1719.0,3.0,71.0,3
11239,7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2
11240,2nd Stage Nagarbhavi,4 Bedroom,1500.0,3.0,230.0,4
11241,Hosa Road,3 BHK,1470.0,2.0,84.22,3
11242,Yelahanka,2 BHK,1140.0,2.0,50.66,2
11243,Harlur,3 BHK,1752.12,3.0,125.0,3
11244,BTM 1st Stage,6 Bedroom,600.0,6.0,80.0,6
11245,2nd Stage Nagarbhavi,4 Bedroom,600.0,3.0,84.0,4
11246,Old Madras Road,3 BHK,2990.0,3.0,170.0,3
11247,Bannerghatta Road,3 BHK,1660.0,3.0,85.0,3
11248,Electronic City,3 BHK,1275.0,3.0,63.43,3
11249,Bommasandra Industrial Area,3 BHK,1365.0,3.0,52.81,3
11250,"MEI layout, Bagalgunte",3 Bedroom,1200.0,2.0,90.0,3
11251,Kanakpura Road,3 BHK,2546.0,3.0,170.0,3
11252,Banashankari Stage VI,3 BHK,1392.0,3.0,69.46,3
11253,Whitefield,2 BHK,1245.0,2.0,59.76,2
11254,Rayasandra,5 Bedroom,1200.0,3.0,65.0,5
11255,Yeshwanthpur,2 BHK,1162.0,2.0,64.08,2
11256,Singasandra,3 BHK,1476.0,2.0,73.0,3
11257,KR Puram,1 BHK,700.0,1.0,21.5,1
11258,Gnana Bharathi,6 Bedroom,3600.0,6.0,170.0,6
11259,Jigani,2 BHK,943.0,2.0,48.0,2
11260,Pai Layout,2 Bedroom,1150.0,2.0,170.0,2
11261,Sarjapur  Road,2 BHK,1113.0,2.0,44.5,2
11262,Varthur,3 BHK,1615.0,3.0,69.43,3
11263,Keshava Nagar,2 BHK,1279.0,2.0,100.0,2
11264,Kacharakanahalli,2 BHK,1256.0,2.0,60.0,2
11265,Benson Town,3 BHK,1805.0,3.0,280.0,3
11266,Sompura,3 BHK,1350.0,3.0,65.0,3
11267,SRINIVASAPURA,3 BHK,1525.0,3.0,68.63,3
11268,Rajaji Nagar,2 BHK,1357.0,2.0,123.0,2
11269,Hebbal,3 BHK,1645.0,3.0,117.0,3
11270,Ardendale,3 BHK,1777.26,3.0,92.0,3
11271,Bisuvanahalli,2 BHK,845.0,2.0,32.0,2
11272,Sidedahalli,2 BHK,900.0,2.0,25.0,2
11273,Varthur,2 BHK,1210.0,2.0,64.15,2
11274,Electronic City Phase II,2 BHK,829.0,2.0,22.8,2
11275,Sarjapur  Road,3 BHK,1879.0,3.0,155.0,3
11276,Hosur Road,3 BHK,1250.0,2.0,50.0,3
11277,Jeevanhalli,4 Bedroom,1200.0,2.0,35.0,4
11278,Marathahalli,3 BHK,1108.0,2.0,60.0,3
11279,Kanakpura Road,3 BHK,1401.0,3.0,69.0,3
11280,Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3
11281,Ramamurthy Nagar Extension,2 BHK,1185.0,2.0,42.66,2
11282,Green Glen Layout,3 BHK,1751.0,3.0,115.0,3
11283,Mahalakshmi Puram,5 Bedroom,1550.0,3.0,250.0,5
11284,Bannerghatta Road,3 BHK,1880.0,3.0,96.5,3
11285,Whitefield,3 BHK,1322.5,3.0,40.985,3
11286,Channasandra,2 BHK,1175.0,2.0,38.0,2
11287,Jalahalli,2 BHK,1407.0,2.0,98.49,2
11288,Yelachenahalli,2 BHK,1000.0,2.0,50.0,2
11289,Electronic City,3 BHK,1518.0,3.0,75.0,3
11290,"Gubbi Cross, Hennur Main Road",4 Bedroom,3600.0,4.0,300.0,4
11291,Tumkur Road,2 BHK,1027.0,2.0,67.0,2
11292,Dairy Circle,4 BHK,3730.0,6.0,430.0,4
11293,HSR Layout,2 BHK,1145.0,2.0,46.0,2
11294,Rajaji Nagar,2 BHK,1260.0,2.0,113.0,2
11295,Begur Road,3 BHK,1500.0,2.0,47.25,3
11296,Varthur,3 BHK,1737.0,2.0,57.32,3
11298,Byrathi Village,3 Bedroom,1600.0,4.0,120.0,3
11299,Hegde Nagar,3 BHK,1500.0,3.0,135.0,3
11300,Sabari Nagar,2 Bedroom,1120.0,2.0,60.0,2
11301,Banashankari Stage V,3 Bedroom,1200.0,4.0,240.0,3
11302,Hennur Road,2 BHK,1030.0,2.0,46.5,2
11303,Gubbalala,6 Bedroom,2500.0,6.0,88.0,6
11304,Kammasandra,2 BHK,1057.0,2.0,35.0,2
11305,Old Airport Road,4 BHK,2774.0,4.0,208.0,4
11306,Thanisandra,2 BHK,1460.0,2.0,38.5,2
11307,Hormavu,2 BHK,1075.0,2.0,53.7,2
11308,Mysore Road,3 BHK,1080.0,2.0,60.0,3
11309,Kodihalli,4 BHK,3626.0,5.0,788.0,4
11310,Ashraya Layout,6 BHK,5100.0,7.0,225.0,6
11311,Singasandra,2 BHK,1139.7,2.0,45.0,2
11312,Whitefield,2 BHK,1074.0,2.0,42.8,2
11313,Whitefield,2 Bedroom,1200.0,2.0,46.13,2
11314,Sarjapur  Road,4 BHK,2425.0,5.0,175.0,4
11315,Sarjapur  Road,2 BHK,1323.0,2.0,74.0,2
11316,Hennur Road,2 BHK,1232.0,2.0,69.61,2
11317,Kalena Agrahara,2 BHK,900.0,2.0,40.0,2
11318,Sarjapura - Attibele Road,1 BHK,740.0,1.0,23.65,1
11319,Hebbal,3 BHK,1920.0,3.0,134.0,3
11320,Arishinakunte,1 Bedroom,,1.0,170.0,1
11321,Bannerghatta Road,3 BHK,1550.0,3.0,96.0,3
11322,Gunjur,3 BHK,1588.0,2.0,90.0,3
11323,Rajaji Nagar,3 Bedroom,2300.0,4.0,240.0,3
11324,R.T. Nagar,9 Bedroom,3600.0,8.0,165.0,9
11325,"Thanisandra Main Road, ",2 BHK,1308.0,2.0,86.0,2
11326,Hennur,3 BHK,1340.0,2.0,54.27,3
11327,Kogilu,10 Bedroom,3280.0,9.0,450.0,10
11328,Infantry Road,4 BHK,2170.0,3.0,265.0,4
11329,Thanisandra,3 BHK,1719.0,3.0,135.0,3
11330,Horamavu Agara,2 BHK,1107.83,2.0,41.51,2
11331,Whitefield,2 Bedroom,1200.0,2.0,45.84,2
11332,Electronic City,1 BHK,1090.0,2.0,31.48,1
11333,Sarvabhouma Nagar,5 Bedroom,1500.0,5.0,210.0,5
11334,Jakkur,3 BHK,1660.0,3.0,104.0,3
11335,Nagavara,2 BHK,1247.0,2.0,58.56,2
11336,Thanisandra,3 BHK,1595.0,3.0,96.0,3
11337,Kaggadasapura,2 BHK,1175.0,2.0,50.0,2
11338,9th Phase JP Nagar,8 Bedroom,1200.0,8.0,135.0,8
11339,Old Airport Road,2 BHK,1184.0,2.0,78.0,2
11340,Byrasandra,2 BHK,1100.0,2.0,55.0,2
11341,Kaval Byrasandra,2 Bedroom,935.0,2.0,78.0,2
11342,Yelahanka,2 BHK,1200.0,2.0,60.0,2
11343,Rajaji Nagar,5 Bedroom,2400.0,5.0,408.0,5
11344,Neelamangala,2 BHK,1000.0,2.0,45.0,2
11345,Uttarahalli,2 BHK,1000.0,2.0,52.0,2
11346,Yelahanka,3 BHK,1705.0,3.0,85.0,3
11347,Tumkur Road,3 BHK,1060.0,2.0,58.3,3
11348,Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4
11349,Kammagondahalli,3 BHK,1347.0,2.0,55.0,3
11350,Kathreguppe,8 Bedroom,1200.0,8.0,250.0,8
11351,Varthur,2 BHK,1402.0,2.0,95.0,2
11352,Whitefield,3 BHK,2280.0,4.0,125.0,3
11353,Whitefield ECC Road,2 BHK,1225.0,2.0,71.05,2
11354,5th Phase JP Nagar,2 BHK,1080.0,2.0,53.0,2
11355,Koppa,7 Bedroom,4000.0,7.0,90.0,7
11356,Lavelle Road,3 BHK,1919.0,3.0,300.0,3
11357,Begur Road,2 BHK,1100.0,2.0,42.6,2
11358,Sarjapur  Road,4 BHK,2500.0,4.0,225.0,4
11359,Bannerghatta Road,2 BHK,1200.0,2.0,78.0,2
11360,Begur Road,3 BHK,1565.0,2.0,57.91,3
11361,Maruthi nagar kogilu,2 Bedroom,1200.0,3.0,78.0,2
11362,Kothanur,3 BHK,1581.0,3.0,76.0,3
11363,Whitefield,4 BHK,2882.0,5.0,200.0,4
11364,TC Palaya,5 Bedroom,1440.0,5.0,97.0,5
11365,Krishna Reddy Layout,3 BHK,2180.0,3.0,273.0,3
11366,Nagasandra,4 Bedroom,7000.0,8.0,450.0,4
11367,Abbigere,2 BHK,985.0,2.0,38.92,2
11368,Sarjapur,2 BHK,950.0,2.0,35.0,2
11369,Jai Bheema Nagar,2 BHK,1339.0,2.0,55.0,2
11370,Ayappa Nagar,3 BHK,1449.0,3.0,72.0,3
11371,Chikkasandra,4 Bedroom,1200.0,4.0,180.0,4
11372,Brindavan Layout,2 BHK,1100.0,2.0,38.68,2
11373,Hoskote,2 BHK,1003.5,2.0,28.095,2
11374,Kaval Byrasandra,3 Bedroom,2700.0,3.0,200.0,3
11375,Billamaranahalli,2 BHK,1100.0,2.0,55.0,2
11376,Electronic City,2 BHK,1140.0,2.0,32.92,2
11377,Sarjapur,3 Bedroom,3009.0,3.0,330.0,3
11378,Hanumantha Nagar,8 BHK,3300.0,8.0,310.0,8
11379,Chandapura,2 BHK,800.0,1.0,30.0,2
11380,Chikkabanavar,5 Bedroom,2000.0,4.0,65.0,5
11381,Prasanti Nagar,4 Bedroom,1200.0,4.0,190.0,4
11382,3rd Block Hrbr Layout,2 BHK,1300.0,2.0,95.0,2
11383,Kanakpura Road,2 BHK,1220.0,2.0,60.0,2
11384,Sarjapur  Road,3 BHK,2289.0,3.0,178.0,3
11385,Whitefield,2 BHK,1170.0,2.0,56.0,2
11386,Vignana Nagar,2 BHK,1350.0,2.0,89.5,2
11387,Kambipura,2 BHK,883.0,2.0,45.0,2
11388,Thanisandra,3 BHK,1698.0,3.0,125.0,3
11389,Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4
11390,Ambalipura,2 BHK,1060.0,2.0,58.5,2
11391,Somasundara Palya,2 BHK,1185.0,2.0,75.0,2
11392,Padmanabhanagar,3 BHK,2051.0,3.0,180.0,3
11393,Vittasandra,2 BHK,1404.0,2.0,72.0,2
11394,Electronic City Phase II,2 BHK,1252.0,2.0,67.0,2
11395,Bannerghatta Road,3 BHK,1885.0,3.0,125.0,3
11396,Kaikondrahalli,6 BHK,3381.0,6.0,225.0,6
11397,Hormavu,2 BHK,980.0,2.0,42.0,2
11398,Rajaji Nagar,3 BHK,2500.0,3.0,340.0,3
11399,Banashankari,3 BHK,1420.0,3.0,66.0,3
11400,Medahalli,6 Bedroom,1166.0,6.0,135.0,6
11401,"Banasawadi, ",3 BHK,2312.0,3.0,156.0,3
11402,Kaggadasapura,4 BHK,3000.0,4.0,130.0,4
11403,Jayamahal,2 BHK,1175.0,2.0,70.0,2
11404,Vinayaka Nagar,2 BHK,1145.0,2.0,51.0,2
11405,Bhoganhalli,2 BHK,970.0,2.0,52.5,2
11406,Electronic City,2 BHK,1125.0,2.0,32.49,2
11407,Whitefield,3 BHK,1639.5,3.0,92.63,3
11408,9th Phase JP Nagar,4 BHK,5000.0,4.0,300.0,4
11409,3rd Block Jayanagar,3 BHK,2150.0,3.0,240.0,3
11410,Ramagondanahalli,3 BHK,1635.0,3.0,57.0,3
11411,Harlur,3 Bedroom,3425.0,3.0,320.0,3
11412,Hennur Road,4 Bedroom,2950.0,4.0,253.0,4
11413,Jalahalli,1 BHK,1200.0,2.0,66.0,1
11414,Kathriguppe,3 BHK,1335.0,2.0,73.43,3
11415,Hebbal,4 BHK,4450.0,6.0,449.0,4
11416,Yeshwanthpur,2 BHK,1166.0,2.0,64.08,2
11417,Rajaji Nagar,3 BHK,2390.0,3.0,372.0,3
11418,Shivaji Nagar,3 BHK,1460.0,2.0,90.0,3
11419,Gulimangala,3 BHK,1690.0,3.0,50.0,3
11420,Nagashetty Halli,4 Bedroom,1386.0,3.0,93.0,4
11421,Devasandra Extension,2 BHK,1090.0,2.0,32.0,2
11422,Thanisandra,3 BHK,1732.0,3.0,85.73,3
11423,Whitefield,2 BHK,1390.0,2.0,72.0,2
11424,Sector 2 HSR Layout,2 BHK,1095.0,2.0,85.41,2
11425,Kengeri,1 BHK,416.0,1.0,17.19,1
11426,Channasandra Layout,3 BHK,2400.0,2.0,50.0,3
11427,Yelahanka,3 BHK,1350.0,2.0,85.0,3
11428,Bannerghatta Road,3 BHK,1453.0,2.0,73.0,3
11429,Thanisandra,2 BHK,1226.0,2.0,65.0,2
11430,Kasturi Nagar,4 Bedroom,784.0,2.0,165.0,4
11431,Hegde Nagar,3 BHK,1168.0,2.0,68.0,3
11432,Bannerghatta,3 BHK,1776.0,3.0,124.0,3
11433,Whitefield,3 BHK,1634.0,3.0,68.0,3
11434,Hormavu,2 Bedroom,860.0,2.0,56.0,2
11435,Kamala Nagar,3 Bedroom,2800.0,3.0,400.0,3
11436,Nagasandra,3 BHK,1650.0,3.0,95.0,3
11437,Whitefield,2 BHK,1190.0,2.0,70.0,2
11438,JP Nagar,2 BHK,1133.0,2.0,33.99,2
11439,Suraksha Nagar,3 BHK,1559.0,3.0,62.0,3
11440,Horamavu Banaswadi,3 Bedroom,1448.0,4.0,118.0,3
11441,Sathya Sai Layout,4 BHK,6652.0,6.0,510.0,4
11442,Kodichikkanahalli,2 BHK,976.0,2.0,50.0,2
11443,Bank Of Baroda Colony,4 Bedroom,1350.0,4.0,240.0,4
11444,Yelahanka,3 BHK,1590.0,2.0,54.0,3
11445,Binny Pete,4 BHK,2940.0,6.0,201.0,4
11446,Yelahanka,3 BHK,1633.0,3.0,110.0,3
11447,Ramagondanahalli,2 BHK,1151.0,2.0,46.0,2
11448,Kereguddadahalli,3 BHK,1400.0,2.0,42.0,3
11449,Uttarahalli,2 BHK,1037.0,2.0,36.0,2
11450,Thanisandra,2 BHK,1188.0,2.0,36.0,2
11451,Raja Rajeshwari Nagar 5th Stage,2 BHK,1060.0,2.0,52.0,2
11452,Thigalarapalya,3 BHK,2215.0,4.0,162.0,3
11453,Hennur,2 BHK,1255.0,2.0,54.5,2
11454,Ganesha Block,3 Bedroom,2500.0,2.0,300.0,3
11455,Hormavu,2 BHK,1075.0,2.0,53.7,2
11456,Harlur,4 BHK,2569.0,5.0,180.0,4
11457,ITPL,2 BHK,900.0,2.0,27.0,2
11458,Kudlu Gate,2 BHK,1183.0,2.0,79.54,2
